time_s,pwave_sw_us,pwave_aic_us,Vp_sw_km,Vp_aic_km
738.454,28.125,27.975,5.134788189987163,5.174644243208279
741.595,28.075,27.85,5.148005148005149,5.208333333333333
744.643,28.075,27.925,5.148005148005149,5.1880674448767845
747.674,28.05,27.875,5.154639175257733,5.201560468140443
750.712,28.125,27.825,5.134788189987163,5.2151238591916576
753.757,28.0,27.925,5.167958656330749,5.1880674448767845
756.84,27.975,27.925,5.174644243208279,5.1880674448767845
759.913,28.075,27.9,5.148005148005149,5.194805194805196
762.975,27.95,27.875,5.181347150259069,5.201560468140443
766.043,28.0,27.8,5.167958656330749,5.221932114882508
769.188,27.925,27.8,5.1880674448767845,5.221932114882508
772.38,27.85,27.775,5.208333333333333,5.2287581699346415
775.526,27.925,27.75,5.1880674448767845,5.2356020942408374
778.644,27.85,27.725,5.208333333333333,5.242463958060288
781.799,28.0,27.85,5.167958656330749,5.208333333333333
784.978,27.9,27.775,5.194805194805196,5.2287581699346415
788.149,27.925,27.875,5.1880674448767845,5.201560468140443
791.324,27.8,27.8,5.221932114882508,5.221932114882508
794.457,27.875,27.775,5.201560468140443,5.2287581699346415
797.593,27.95,27.775,5.181347150259069,5.2287581699346415
800.765,27.925,27.725,5.1880674448767845,5.242463958060288
803.933,27.875,27.75,5.201560468140443,5.2356020942408374
807.067,27.8,27.725,5.221932114882508,5.242463958060288
810.191,27.925,27.65,5.1880674448767845,5.263157894736843
813.259,27.8,27.725,5.221932114882508,5.242463958060288
816.319,27.85,27.75,5.208333333333333,5.2356020942408374
819.467,27.8,27.65,5.221932114882508,5.263157894736843
822.588,27.8,27.65,5.221932114882508,5.263157894736843
825.719,27.725,27.7,5.242463958060288,5.249343832020999
828.881,27.725,27.55,5.242463958060288,5.291005291005292
832.044,27.675,27.675,5.2562417871222085,5.2562417871222085
835.197,27.75,27.6,5.2356020942408374,5.277044854881265
838.369,27.775,27.7,5.2287581699346415,5.249343832020999
841.505,27.725,27.625,5.242463958060288,5.270092226613966
844.553,27.65,27.55,5.263157894736843,5.291005291005292
847.664,27.65,27.6,5.263157894736843,5.277044854881265
850.825,27.8,27.625,5.221932114882508,5.270092226613966
853.956,27.6,27.525,5.277044854881265,5.298013245033114
857.022,27.7,27.525,5.249343832020999,5.298013245033114
860.064,27.65,27.675,5.263157894736843,5.2562417871222085
863.141,27.625,27.55,5.270092226613966,5.291005291005292
866.195,27.575,27.55,5.284015852047558,5.291005291005292
869.267,27.675,27.525,5.2562417871222085,5.298013245033114
872.406,27.6,27.6,5.277044854881265,5.277044854881265
875.561,27.55,27.45,5.291005291005292,5.3191489361702144
878.695,27.525,27.475,5.298013245033114,5.312084993359893
881.841,27.575,27.375,5.284015852047558,5.340453938584779
885.049,27.525,27.4,5.298013245033114,5.333333333333334
888.182,27.575,27.45,5.284015852047558,5.3191489361702144
891.289,27.525,27.35,5.298013245033114,5.347593582887701
894.462,27.5,27.325,5.305039787798409,5.354752342704152
897.592,27.55,27.475,5.291005291005292,5.312084993359893
900.708,27.525,27.4,5.298013245033114,5.333333333333334
903.891,27.525,27.45,5.298013245033114,5.3191489361702144
907.016,27.575,27.4,5.284015852047558,5.333333333333334
910.092,27.625,27.375,5.270092226613966,5.340453938584779
913.245,27.45,27.325,5.3191489361702144,5.354752342704152
916.392,27.45,27.35,5.3191489361702144,5.347593582887701
919.532,27.5,27.375,5.305039787798409,5.340453938584779
922.703,27.45,27.35,5.3191489361702144,5.347593582887701
925.872,27.425,27.275,5.326231691078562,5.369127516778525
929.022,27.45,27.275,5.3191489361702144,5.369127516778525
932.167,27.425,27.3,5.326231691078562,5.361930294906166
935.313,27.375,27.45,5.340453938584779,5.3191489361702144
938.465,27.375,27.225,5.340453938584779,5.383580080753702
941.635,27.5,27.275,5.305039787798409,5.369127516778525
944.742,27.45,27.35,5.3191489361702144,5.347593582887701
947.765,27.325,27.3,5.354752342704152,5.361930294906166
950.806,27.425,27.3,5.326231691078562,5.361930294906166
953.889,27.35,27.275,5.347593582887701,5.369127516778525
957.045,27.325,27.25,5.354752342704152,5.376344086021505
960.197,27.275,27.15,5.369127516778525,5.405405405405406
963.306,27.45,27.35,5.3191489361702144,5.347593582887701
966.46,27.4,27.3,5.333333333333334,5.361930294906166
969.569,27.4,27.3,5.333333333333334,5.361930294906166
972.641,27.375,27.25,5.340453938584779,5.376344086021505
975.806,27.375,27.175,5.340453938584779,5.398110661268557
978.946,27.325,27.225,5.354752342704152,5.383580080753702
982.102,27.3,27.275,5.361930294906166,5.369127516778525
985.297,27.325,27.225,5.354752342704152,5.383580080753702
988.432,27.3,27.1,5.361930294906166,5.420054200542006
991.581,27.475,27.175,5.312084993359893,5.398110661268557
994.717,27.375,27.25,5.340453938584779,5.376344086021505
997.776,27.25,27.15,5.376344086021505,5.405405405405406
1000.83,27.225,27.15,5.383580080753702,5.405405405405406
1003.91,27.2,27.15,5.390835579514826,5.405405405405406
1006.97,27.35,27.175,5.347593582887701,5.398110661268557
1010.03,27.3,27.175,5.361930294906166,5.398110661268557
1013.06,27.3,27.175,5.361930294906166,5.398110661268557
1016.11,27.35,27.2,5.347593582887701,5.390835579514826
1019.24,27.375,27.225,5.340453938584779,5.383580080753702
1022.45,27.3,27.2,5.361930294906166,5.390835579514826
1025.61,27.4,27.275,5.333333333333334,5.369127516778525
1028.66,27.3,27.125,5.361930294906166,5.412719891745602
1031.7,27.275,27.15,5.369127516778525,5.405405405405406
1034.75,27.3,27.15,5.361930294906166,5.405405405405406
1037.78,27.3,27.225,5.361930294906166,5.383580080753702
1040.85,27.175,27.125,5.398110661268557,5.412719891745602
1043.98,27.3,27.175,5.361930294906166,5.398110661268557
1047.11,27.3,27.125,5.361930294906166,5.412719891745602
1050.21,27.225,27.125,5.383580080753702,5.412719891745602
1053.26,27.3,27.125,5.361930294906166,5.412719891745602
1056.3,27.3,27.15,5.361930294906166,5.405405405405406
1059.4,27.3,27.225,5.361930294906166,5.383580080753702
1062.54,27.325,27.075,5.354752342704152,5.42740841248304
1065.67,27.3,27.075,5.361930294906166,5.42740841248304
1068.87,27.225,27.15,5.383580080753702,5.405405405405406
1072.03,27.2,27.1,5.390835579514826,5.420054200542006
1075.17,27.375,27.25,5.340453938584779,5.376344086021505
1078.35,27.275,27.15,5.369127516778525,5.405405405405406
1081.46,27.2,27.075,5.390835579514826,5.42740841248304
1084.6,27.325,27.1,5.354752342704152,5.420054200542006
1087.74,27.275,27.2,5.369127516778525,5.390835579514826
1090.9,27.25,27.125,5.376344086021505,5.412719891745602
1094.06,27.275,27.075,5.369127516778525,5.42740841248304
1097.2,27.3,27.25,5.361930294906166,5.376344086021505
1100.37,27.25,27.125,5.376344086021505,5.412719891745602
1103.51,27.25,27.125,5.376344086021505,5.412719891745602
1106.6,27.275,27.125,5.369127516778525,5.412719891745602
1109.68,27.25,27.15,5.376344086021505,5.405405405405406
1112.79,27.325,27.2,5.354752342704152,5.390835579514826
1115.95,27.275,27.15,5.369127516778525,5.405405405405406
1119.07,27.3,27.175,5.361930294906166,5.398110661268557
1122.12,27.225,27.2,5.383580080753702,5.390835579514826
1125.18,27.325,27.125,5.354752342704152,5.412719891745602
1128.25,27.3,27.125,5.361930294906166,5.412719891745602
1131.3,27.325,27.15,5.354752342704152,5.405405405405406
1134.32,27.25,27.175,5.376344086021505,5.398110661268557
1137.35,27.2,27.1,5.390835579514826,5.420054200542006
1140.38,27.275,27.075,5.369127516778525,5.42740841248304
1143.4,27.35,27.1,5.347593582887701,5.420054200542006
1146.43,27.325,27.15,5.354752342704152,5.405405405405406
1149.5,27.25,27.075,5.376344086021505,5.42740841248304
1152.55,27.275,27.175,5.369127516778525,5.398110661268557
1155.62,27.2,27.075,5.390835579514826,5.42740841248304
1158.72,27.3,27.1,5.361930294906166,5.420054200542006
1161.8,27.225,27.2,5.383580080753702,5.390835579514826
1164.86,27.225,27.075,5.383580080753702,5.42740841248304
1167.91,27.125,27.1,5.412719891745602,5.420054200542006
1171.02,27.25,27.075,5.376344086021505,5.42740841248304
1174.14,27.2,27.175,5.390835579514826,5.398110661268557
1177.21,27.275,27.075,5.369127516778525,5.42740841248304
1180.32,27.15,27.0,5.405405405405406,5.449591280653951
1183.49,27.175,27.1,5.398110661268557,5.420054200542006
1186.67,27.15,27.025,5.405405405405406,5.4421768707483
1189.81,27.25,27.1,5.376344086021505,5.420054200542006
1192.95,27.175,27.1,5.398110661268557,5.420054200542006
1196.04,27.225,27.0,5.383580080753702,5.449591280653951
1199.11,27.325,27.125,5.354752342704152,5.412719891745602
1202.17,27.2,27.2,5.390835579514826,5.390835579514826
1205.29,27.175,27.025,5.398110661268557,5.4421768707483
1208.43,27.2,27.1,5.390835579514826,5.420054200542006
1211.57,27.175,27.075,5.398110661268557,5.42740841248304
1214.69,27.15,26.975,5.405405405405406,5.457025920873124
1217.75,27.125,27.0,5.412719891745602,5.449591280653951
1220.89,27.25,27.025,5.376344086021505,5.4421768707483
1224.04,27.225,27.125,5.383580080753702,5.412719891745602
1227.12,27.2,27.075,5.390835579514826,5.42740841248304
1230.27,27.175,27.05,5.398110661268557,5.434782608695654
1233.42,27.15,27.025,5.405405405405406,5.4421768707483
1236.55,27.15,27.125,5.405405405405406,5.412719891745602
1239.62,27.2,27.0,5.390835579514826,5.449591280653951
1242.68,27.1,27.1,5.420054200542006,5.420054200542006
1245.82,27.1,27.075,5.420054200542006,5.42740841248304
1249.03,27.175,26.925,5.398110661268557,5.471956224350206
1252.14,27.2,26.925,5.390835579514826,5.471956224350206
1255.2,27.125,27.0,5.412719891745602,5.449591280653951
1258.34,27.1,26.975,5.420054200542006,5.457025920873124
1261.5,27.175,26.95,5.398110661268557,5.464480874316941
1264.66,27.15,26.95,5.405405405405406,5.464480874316941
1267.8,27.2,26.925,5.390835579514826,5.471956224350206
1270.91,27.15,26.975,5.405405405405406,5.457025920873124
1274.0,27.05,26.875,5.434782608695654,5.486968449931413
1277.03,27.125,27.075,5.412719891745602,5.42740841248304
1280.07,27.1,26.9,5.420054200542006,5.479452054794521
1283.13,27.1,26.95,5.420054200542006,5.464480874316941
1286.21,27.125,27.0,5.412719891745602,5.449591280653951
1289.27,27.15,26.9,5.405405405405406,5.479452054794521
1292.3,27.1,26.9,5.420054200542006,5.479452054794521
1295.32,27.125,26.975,5.412719891745602,5.457025920873124
1298.35,27.1,26.95,5.420054200542006,5.464480874316941
1301.4,27.1,26.925,5.420054200542006,5.471956224350206
1304.55,27.075,26.925,5.42740841248304,5.471956224350206
1307.72,27.175,26.875,5.398110661268557,5.486968449931413
1310.83,27.1,26.925,5.420054200542006,5.471956224350206
1313.89,27.125,27.075,5.412719891745602,5.42740841248304
1316.95,27.025,26.925,5.4421768707483,5.471956224350206
1320.01,27.075,26.875,5.42740841248304,5.486968449931413
1323.03,27.1,26.9,5.420054200542006,5.479452054794521
1326.07,27.15,26.875,5.405405405405406,5.486968449931413
1329.1,27.075,26.9,5.42740841248304,5.479452054794521
1332.17,27.125,26.825,5.412719891745602,5.502063273727649
1335.24,27.1,26.9,5.420054200542006,5.479452054794521
1338.25,27.075,26.975,5.42740841248304,5.457025920873124
1341.35,26.975,26.925,5.457025920873124,5.471956224350206
1344.47,27.075,26.95,5.42740841248304,5.464480874316941
1347.62,27.05,26.875,5.434782608695654,5.486968449931413
1350.83,27.1,26.975,5.420054200542006,5.457025920873124
1353.97,27.05,26.925,5.434782608695654,5.471956224350206
1357.06,27.125,26.95,5.412719891745602,5.464480874316941
1360.13,27.1,27.0,5.420054200542006,5.449591280653951
1363.18,27.05,26.8,5.434782608695654,5.5096418732782375
1366.31,27.05,26.85,5.434782608695654,5.4945054945054945
1369.48,27.1,26.85,5.420054200542006,5.4945054945054945
1372.55,27.025,26.875,5.4421768707483,5.486968449931413
1375.6,27.075,26.925,5.42740841248304,5.471956224350206
1378.72,27.0,26.9,5.449591280653951,5.479452054794521
1381.84,27.025,26.925,5.4421768707483,5.471956224350206
1384.88,27.1,26.925,5.420054200542006,5.471956224350206
1387.98,27.075,26.875,5.42740841248304,5.486968449931413
1391.16,27.125,26.95,5.412719891745602,5.464480874316941
1394.34,27.1,26.95,5.420054200542006,5.464480874316941
1397.49,27.1,26.825,5.420054200542006,5.502063273727649
1400.65,27.075,26.975,5.42740841248304,5.457025920873124
1403.79,27.075,26.875,5.42740841248304,5.486968449931413
1406.85,27.1,26.9,5.420054200542006,5.479452054794521
1409.9,27.125,26.9,5.412719891745602,5.479452054794521
1412.95,27.025,26.85,5.4421768707483,5.4945054945054945
1415.98,27.075,26.925,5.42740841248304,5.471956224350206
1419.02,27.075,26.875,5.42740841248304,5.486968449931413
1422.04,27.05,26.975,5.434782608695654,5.457025920873124
1425.1,27.1,26.925,5.420054200542006,5.471956224350206
1428.19,27.1,26.95,5.420054200542006,5.464480874316941
1431.28,27.025,26.85,5.4421768707483,5.4945054945054945
1434.43,27.075,26.875,5.42740841248304,5.486968449931413
1437.58,27.075,26.85,5.42740841248304,5.4945054945054945
1440.71,27.025,26.9,5.4421768707483,5.479452054794521
1443.86,27.0,26.875,5.449591280653951,5.486968449931413
1447.03,27.1,26.825,5.420054200542006,5.502063273727649
1450.2,27.05,26.95,5.434782608695654,5.464480874316941
1453.33,27.05,26.9,5.434782608695654,5.479452054794521
1456.51,27.075,26.875,5.42740841248304,5.486968449931413
1459.64,27.075,26.825,5.42740841248304,5.502063273727649
1462.7,27.1,26.975,5.420054200542006,5.457025920873124
1465.83,27.1,27.0,5.420054200542006,5.449591280653951
1469.05,27.125,26.925,5.412719891745602,5.471956224350206
1472.2,27.125,26.925,5.412719891745602,5.471956224350206
1475.27,27.075,26.85,5.42740841248304,5.4945054945054945
1478.32,27.075,27.025,5.42740841248304,5.4421768707483
1481.33,27.1,26.925,5.420054200542006,5.471956224350206
1484.37,27.225,27.0,5.383580080753702,5.449591280653951
1487.4,27.1,27.025,5.420054200542006,5.4421768707483
1490.48,27.1,26.9,5.420054200542006,5.479452054794521
1493.61,27.1,27.0,5.420054200542006,5.449591280653951
1496.76,27.075,26.85,5.42740841248304,5.4945054945054945
1499.89,27.075,26.925,5.42740841248304,5.471956224350206
1503.02,27.075,26.925,5.42740841248304,5.471956224350206
1506.17,27.175,26.95,5.398110661268557,5.464480874316941
1509.33,27.1,26.875,5.420054200542006,5.486968449931413
1512.45,27.1,26.925,5.420054200542006,5.471956224350206
